Reported Date;Total Dead and Missing;Location Coordinates
Thu, 08/19/2021 - 12:00;1;28.23007995, 61.19603687
Thu, 08/19/2021 - 12:00;1;28.23007995, 61.19603687
Thu, 08/19/2021 - 12:00;1;27.1793466, 56.2781423
Thu, 08/19/2021 - 12:00;1;27.05236046, 14.41354773
Fri, 08/20/2021 - 12:00;5;28.43185142, 15.47829084
Fri, 08/20/2021 - 12:00;3;28.43185142, 15.47829084
Fri, 08/20/2021 - 12:00;2;23.84772302, 15.99563744
Fri, 08/20/2021 - 12:00;1;31.67463, -111.268396
Sat, 08/21/2021 - 12:00;1;37.99539709, 12.32134935
Sat, 08/21/2021 - 12:00;1;26.09821363, -98.27543458
Sat, 08/21/2021 - 12:00;1;26.10671821, -98.26867505
Sat, 08/21/2021 - 12:00;2;32.78876975, -114.4240425
Sat, 08/21/2021 - 12:00;1;28.69755865, -100.5113841
Sat, 08/21/2021 - 12:00;1;28.91397523, 50.92710097
Sun, 08/22/2021 - 12:00;1;27.60593193, -14.09434798
Sun, 08/22/2021 - 12:00;1;27.52191909, -99.52628485
Sun, 08/22/2021 - 12:00;1;19.26628699, -68.65004072
Mon, 08/23/2021 - 12:00;13;33.42943388, 12.06490843
Mon, 08/23/2021 - 12:00;2;33.42943388, 12.06490843
Mon, 08/23/2021 - 12:00;1;33.42943388, 12.06490843
Mon, 08/23/2021 - 12:00;1;33.42943388, 12.06490843
Mon, 08/23/2021 - 12:00;1;32.75483468, 13.71666686
Mon, 08/23/2021 - 12:00;2;32.85868201, 12.2449859
Mon, 08/23/2021 - 12:00;1;27.48487755, -99.48012225
Mon, 08/23/2021 - 12:00;1;30.27629382, 57.0662465
Mon, 08/23/2021 - 12:00;1;27.04785, 14.438844
Tue, 08/24/2021 - 12:00;2;41.254758, 26.331585
Tue, 08/24/2021 - 12:00;1;41.254758, 26.331585
Tue, 08/24/2021 - 12:00;1;32.28479, -113.33299
Tue, 08/24/2021 - 12:00;1;31.9548594, -111.9433027
Wed, 08/25/2021 - 12:00;11;29.06973659, -13.92888709
Wed, 08/25/2021 - 12:00;1;32.85868201, 12.2449859
Wed, 08/25/2021 - 12:00;1;32.75483468, 13.71666686
Wed, 08/25/2021 - 12:00;7;32.85868201, 12.2449859
Wed, 08/25/2021 - 12:00;1;35.78508672, -5.348679289
Wed, 08/25/2021 - 12:00;1;35.876253, -5.32524
Wed, 08/25/2021 - 12:00;1;46.105723, 19.599011
Thu, 08/26/2021 - 12:00;4;32.817824, 12.450931
Thu, 08/26/2021 - 12:00;12;33.42943388, 12.06490843
Thu, 08/26/2021 - 12:00;1;17.96096906, -67.10421332
Thu, 08/26/2021 - 12:00;1;31.348334, -109.4876
Thu, 08/26/2021 - 12:00;1;30.27629382, 57.0662465
Thu, 08/26/2021 - 12:00;1;32.4288, -114.5397
Thu, 08/26/2021 - 12:00;1;31.608192, 25.04978
Fri, 08/27/2021 - 12:00;4;33.99768329, 12.64107702
Fri, 08/27/2021 - 12:00;1;32.79304584, 12.60424023
Fri, 08/27/2021 - 12:00;24;23.353795, -19.689307
Fri, 08/27/2021 - 12:00;4;23.353795, -19.689307
Fri, 08/27/2021 - 12:00;1;23.353795, -19.689307
Fri, 08/27/2021 - 12:00;38;15.959663, -16.84154
Fri, 08/27/2021 - 12:00;1;35.81506138, 5.351325781
Fri, 08/27/2021 - 12:00;1;35.915393, -5.314667
Fri, 08/27/2021 - 12:00;1;11.96414423, 43.28973237
Fri, 08/27/2021 - 12:00;1;26.29722611, -98.61748442
Fri, 08/27/2021 - 12:00;167;34.56611006, 69.21110283
Fri, 08/27/2021 - 12:00;1;14.84828171, -92.26758108
Fri, 08/27/2021 - 12:00;1;14.88270192, -92.27015248
Fri, 08/27/2021 - 12:00;2;33.01479981, 12.54897854
Fri, 08/27/2021 - 12:00;1;27.35022729, 62.35316592
Fri, 08/27/2021 - 12:00;1;27.35022729, 62.35316592
Fri, 08/27/2021 - 12:00;1;34.062187, 49.708889
Sat, 08/28/2021 - 12:00;18;30.41972831, 10.56102432
Sat, 08/28/2021 - 12:00;1;41.340419, 26.621926
Sat, 08/28/2021 - 12:00;6;32.26128403, 22.66336716
Sat, 08/28/2021 - 12:00;3;25.61190632, -80.15873385
Sat, 08/28/2021 - 12:00;1;31.83744206, -112.7639748
Sat, 08/28/2021 - 12:00;1;27.35022729, 62.35316592
Sat, 08/28/2021 - 12:00;1;34.062187, 49.708889
Sat, 08/28/2021 - 12:00;1;27.21161534, 60.68482798
Sat, 08/28/2021 - 12:00;1;27.21161534, 60.68482798
Sat, 08/28/2021 - 12:00;1;27.21161534, 60.68482798
Sat, 08/28/2021 - 12:00;1;27.21161534, 60.68482798
Sat, 08/28/2021 - 12:00;1;27.21161534, 60.68482798
Sat, 08/28/2021 - 12:00;1;27.21161534, 60.68482798
Sat, 08/28/2021 - 12:00;1;27.02907127, 14.43298611
Sun, 08/29/2021 - 12:00;1;32.0666324, -109.001623
Sun, 08/29/2021 - 12:00;1;28.48411159, -100.3103166
Sun, 08/29/2021 - 12:00;1;43.79455788, 7.587981798
Sun, 08/29/2021 - 12:00;1;31.91070632, -112.8477302
Mon, 08/30/2021 - 12:00;3;41.333634, 26.608672
Mon, 08/30/2021 - 12:00;1;41.68840291, 26.43975126
Mon, 08/30/2021 - 12:00;1;32.35807965, -111.0442281
Mon, 08/30/2021 - 12:00;1;27.1793466, 56.2781423
Mon, 08/30/2021 - 12:00;1;32.70527, -115.218677
Tue, 08/31/2021 - 12:00;11;28.085275, -13.853222
Tue, 08/31/2021 - 12:00;76;22.11104711, -16.75183311
Tue, 08/31/2021 - 12:00;5;22.11104711, -16.75183311
Tue, 08/31/2021 - 12:00;5;22.11104711, -16.75183311
Tue, 08/31/2021 - 12:00;1;25.59954102, -99.99604217
Tue, 08/31/2021 - 12:00;1;31.7813, -111.0858
Tue, 08/31/2021 - 12:00;1;31.724367, -111.98705
Tue, 08/31/2021 - 12:00;3;29.08506501, 58.33641288
Tue, 08/31/2021 - 12:00;2;34.12307543, 71.093645
Tue, 08/31/2021 - 12:00;1;27.046295, 14.427437
Wed, 09/01/2021 - 12:00;1;28.52618709, -99.85643843
Wed, 09/01/2021 - 12:00;1;31.66081, -111.86031
Wed, 09/01/2021 - 12:00;1;31.05124289, 61.50177317
Thu, 09/02/2021 - 12:00;1;35.870894, -5.342543
Thu, 09/02/2021 - 12:00;2;51.96406396, 21.01384333
Thu, 09/02/2021 - 12:00;1;31.05035663, -104.9682547
Thu, 09/02/2021 - 12:00;1;35.88328026, 0.30553089
Thu, 09/02/2021 - 12:00;4;30.95548799, 66.43793571
Thu, 09/02/2021 - 12:00;1;41.683667, 26.419139
Thu, 09/02/2021 - 12:00;1;31.8624492, -111.8814056
Thu, 09/02/2021 - 12:00;1;28.95046741, 57.57054013
Fri, 09/03/2021 - 12:00;1;27.49942429, -99.49905339
Fri, 09/03/2021 - 12:00;1;32.6715071, -115.4086633
Fri, 09/03/2021 - 12:00;1;32.45723, -112.67819
Fri, 09/03/2021 - 12:00;1;32.37884, -113.11405
Fri, 09/03/2021 - 12:00;1;31.769917, -112.1308
Fri, 09/03/2021 - 12:00;1;29.47645121, 60.86744515
Fri, 09/03/2021 - 12:00;1;29.424292, 55.718003
Sat, 09/04/2021 - 12:00;1;8.421518484, -76.77170931
Sat, 09/04/2021 - 12:00;2;8.421518484, -76.77170931
Sat, 09/04/2021 - 12:00;1;29.424292, 55.718003
Sat, 09/04/2021 - 12:00;1;29.1403563, 58.1782498
Sat, 09/04/2021 - 12:00;3;36.07023884, 4.761893153
Sun, 09/05/2021 - 12:00;1;27.35022729, 62.35316592
Sun, 09/05/2021 - 12:00;1;27.35022729, 62.35316592
Sun, 09/05/2021 - 12:00;1;27.35022729, 62.35316592
Sun, 09/05/2021 - 12:00;1;27.35022729, 62.35316592
Sun, 09/05/2021 - 12:00;1;27.35022729, 62.35316592
Sun, 09/05/2021 - 12:00;1;29.63186286, 52.51236196
Sun, 09/05/2021 - 12:00;1;27.35022729, 62.35316592
Mon, 09/06/2021 - 12:00;1;29.1789173, -99.84701076
Mon, 09/06/2021 - 12:00;1;27.1793466, 56.2781423
Mon, 09/06/2021 - 12:00;1;27.21161534, 60.68482798
Mon, 09/06/2021 - 12:00;1;24.67390976, 22.52902912
Tue, 09/07/2021 - 12:00;1;27.16301763, -98.15002754
Tue, 09/07/2021 - 12:00;1;25.88122824, -97.49266183
Tue, 09/07/2021 - 12:00;1;31.9773935, -111.7345073
Tue, 09/07/2021 - 12:00;1;27.35022729, 62.35316592
Tue, 09/07/2021 - 12:00;1;29.63186286, 52.51236196
Tue, 09/07/2021 - 12:00;1;27.35022729, 62.35316592
Tue, 09/07/2021 - 12:00;1;27.35022729, 62.35316592
Tue, 09/07/2021 - 12:00;1;27.1892535, 56.23307736
Tue, 09/07/2021 - 12:00;1;29.47556374, 55.66993734
Wed, 09/08/2021 - 12:00;1;32.92244735, 12.43632908
Wed, 09/08/2021 - 12:00;2;34.7719507, 11.0345329
Wed, 09/08/2021 - 12:00;1;41.287468, 26.463655
Wed, 09/08/2021 - 12:00;1;28.32311434, -100.3053812
Wed, 09/08/2021 - 12:00;1;31.935556, -112.365833
Wed, 09/08/2021 - 12:00;1;31.88375, -112.4077
Wed, 09/08/2021 - 12:00;1;41.30275096, 26.48012467
Wed, 09/08/2021 - 12:00;1;29.1403563, 58.1782498
Wed, 09/08/2021 - 12:00;1;27.99566687, 57.72427834
Thu, 09/09/2021 - 12:00;1;32.065317, -112.2135
Thu, 09/09/2021 - 12:00;1;31.421389, -111.008056
Thu, 09/09/2021 - 12:00;1;31.421667, -111.0075
Thu, 09/09/2021 - 12:00;1;29.1403563, 58.1782498
Thu, 09/09/2021 - 12:00;1;27.18681038, 56.28251779
Thu, 09/09/2021 - 12:00;1;32.70568, -115.01042
Fri, 09/10/2021 - 12:00;1;43.87782191, 18.31320921
Fri, 09/10/2021 - 12:00;1;31.33100254, -110.9995664
Fri, 09/10/2021 - 12:00;1;31.967333, -112.58355
Fri, 09/10/2021 - 12:00;1;29.63186286, 52.51236196
Fri, 09/10/2021 - 12:00;1;28.95046741, 57.57054013
Fri, 09/10/2021 - 12:00;1;29.1403563, 58.1782498
Sat, 09/11/2021 - 12:00;1;7.834481503, -72.52091326
Sat, 09/11/2021 - 12:00;23;18.40094006, -68.98329662
Sat, 09/11/2021 - 12:00;1;31.686067, -112.0191
Sat, 09/11/2021 - 12:00;1;31.05124289, 61.50177317
Sat, 09/11/2021 - 12:00;2;32.70568, -115.01042
Sat, 09/11/2021 - 12:00;1;25.028784, 14.503462
Sun, 09/12/2021 - 12:00;1;18.66941056, -96.80619775
Sun, 09/12/2021 - 12:00;1;32.25398987, 52.50577501
Sun, 09/12/2021 - 12:00;1;35.68940913, 51.38958967
Sun, 09/12/2021 - 12:00;1;29.1403563, 58.1782498
Sun, 09/12/2021 - 12:00;1;26.57235228, 54.89427137
Mon, 09/13/2021 - 12:00;1;27.17189336, -98.13619776
Mon, 09/13/2021 - 12:00;1;37.00136043, -1.889019232
Mon, 09/13/2021 - 12:00;1;41.68840291, 26.43975126
Mon, 09/13/2021 - 12:00;1;19.27555673, -68.64949272
Mon, 09/13/2021 - 12:00;1;17.88790637, -94.10003215
Mon, 09/13/2021 - 12:00;1;29.32800076, -100.9305296
Mon, 09/13/2021 - 12:00;1;31.663367, -112.050117
Tue, 09/14/2021 - 12:00;8;34.69520695, 10.76090543
Tue, 09/14/2021 - 12:00;2;37.8681166, 27.25702288
Tue, 09/14/2021 - 12:00;1;31.679026, -111.062826
Tue, 09/14/2021 - 12:00;1;31.96625955, 54.75878479
Tue, 09/14/2021 - 12:00;1;35.68940913, 51.38958967
Wed, 09/15/2021 - 12:00;1;32.642067, -112.145533
Wed, 09/15/2021 - 12:00;1;32.226967, -112.359017
Wed, 09/15/2021 - 12:00;1;32.01597, -112.71192
Wed, 09/15/2021 - 12:00;1;31.05124289, 61.50177317
Wed, 09/15/2021 - 12:00;1;30.27629382, 57.0662465
Wed, 09/15/2021 - 12:00;1;31.3350096, 48.8702866
Thu, 09/16/2021 - 12:00;1;17.81849621, -93.38702213
Thu, 09/16/2021 - 12:00;1;31.66209, -111.85433
Thu, 09/16/2021 - 12:00;1;31.05124289, 61.50177317
Thu, 09/16/2021 - 12:00;1;32.70568, -115.01042
Fri, 09/17/2021 - 12:00;1;46.4125556, 16.01967708
Fri, 09/17/2021 - 12:00;14;36.82881526, 3.620209155
Fri, 09/17/2021 - 12:00;1;29.63186286, 52.51236196
Sat, 09/18/2021 - 12:00;1;32.24412859, -107.7514501
Sat, 09/18/2021 - 12:00;1;31.90397753, -106.8479224
Sat, 09/18/2021 - 12:00;1;14.67595994, -92.15780891
Sun, 09/19/2021 - 12:00;1;53.510074, 23.659591
Sun, 09/19/2021 - 12:00;1;53.83423019, 23.55305731
Sun, 09/19/2021 - 12:00;1;36.95349419, -1.898563152
Sun, 09/19/2021 - 12:00;1;42.210631, 21.720455
Sun, 09/19/2021 - 12:00;1;8.662830635, -77.4515264
Sun, 09/19/2021 - 12:00;1;14.90552517, -92.27643836
Sun, 09/19/2021 - 12:00;1;53.1255268, 23.89113831
Sun, 09/19/2021 - 12:00;1;53.1255268, 23.89113831
Mon, 09/20/2021 - 12:00;1;33.18878453, 12.23894118
Mon, 09/20/2021 - 12:00;1;37.17897533, -1.820605746
Mon, 09/20/2021 - 12:00;2;37.20507909, -1.809776859
Mon, 09/20/2021 - 12:00;1;11.30897542, 42.92694215
Mon, 09/20/2021 - 12:00;1;28.51515365, -99.93694979
Mon, 09/20/2021 - 12:00;1;27.53314626, -99.47857279
Mon, 09/20/2021 - 12:00;1;31.35750937, -110.5212405
Mon, 09/20/2021 - 12:00;1;31.824417, -112.144633
Mon, 09/20/2021 - 12:00;1;31.898, -112.858
Mon, 09/20/2021 - 12:00;2;33.01479981, 12.54897854
Mon, 09/20/2021 - 12:00;1;29.47645121, 60.86744515
Mon, 09/20/2021 - 12:00;1;30.89202146, 61.68389773
Mon, 09/20/2021 - 12:00;1;29.63186286, 52.51236196
Tue, 09/21/2021 - 12:00;1;37.02786727, -1.878227918
Tue, 09/21/2021 - 12:00;1;37.10111108, -1.845793503
Tue, 09/21/2021 - 12:00;1;37.0805528, -1.849939099
Tue, 09/21/2021 - 12:00;1;37.00289911, -1.889138032
Tue, 09/21/2021 - 12:00;2;7.818407903, -72.45051915
Tue, 09/21/2021 - 12:00;1;29.23079891, -100.7982574
Wed, 09/22/2021 - 12:00;1;41.68840291, 26.43975126
Wed, 09/22/2021 - 12:00;1;29.1867619, -100.7660806
Wed, 09/22/2021 - 12:00;1;27.49873766, -99.49971963
Wed, 09/22/2021 - 12:00;4;18.38365176, -95.89020485
Wed, 09/22/2021 - 12:00;1;2.111220199, -76.99031747
Wed, 09/22/2021 - 12:00;1;29.34612492, -100.9572459
Wed, 09/22/2021 - 12:00;1;32.412094, -113.127895
Wed, 09/22/2021 - 12:00;1;32.41607, -113.12907
Wed, 09/22/2021 - 12:00;1;28.95958079, -96.7257861
Thu, 09/23/2021 - 12:00;1;53.67257467, 23.4949234
Thu, 09/23/2021 - 12:00;1;11.10622088, 42.37198843
Thu, 09/23/2021 - 12:00;1;53.543999, 23.676519
Thu, 09/23/2021 - 12:00;1;14.88847072, -92.2415665
Thu, 09/23/2021 - 12:00;1;20.24648794, -99.65855382
Fri, 09/24/2021 - 12:00;1;26.37700292, -98.85966871
Fri, 09/24/2021 - 12:00;30;24.89691933, -16.64870169
Fri, 09/24/2021 - 12:00;9;8.373604577, -77.65411602
Fri, 09/24/2021 - 12:00;1;30.47697108, 54.21225068
Fri, 09/24/2021 - 12:00;1;32.69971, -115.28403
Fri, 09/24/2021 - 12:00;1;32.68046, -116.03436
Sat, 09/25/2021 - 12:00;14;21.35061686, 23.54838468
Sat, 09/25/2021 - 12:00;3;28.95496316, -99.84974059
Sat, 09/25/2021 - 12:00;1;25.81067336, -99.18644184
Sun, 09/26/2021 - 12:00;1;32.143655, -112.766149
Sun, 09/26/2021 - 12:00;1;32.66768159, -115.4576052
Sun, 09/26/2021 - 12:00;1;28.95046741, 57.57054013
Mon, 09/27/2021 - 12:00;4;23.45300865, 23.31333329
Mon, 09/27/2021 - 12:00;1;8.42559721, -76.78843371
Mon, 09/27/2021 - 12:00;1;27.21161534, 60.68482798
Tue, 09/28/2021 - 12:00;1;50.953385, 1.944394
Tue, 09/28/2021 - 12:00;1;46.1055958, 20.261083
Tue, 09/28/2021 - 12:00;1;31.608292, 25.04876311
Tue, 09/28/2021 - 12:00;3;8.373604577, -77.65411602
Tue, 09/28/2021 - 12:00;1;31.83535576, 52.59579061
Tue, 09/28/2021 - 12:00;1;28.91397523, 50.92710097
Wed, 09/29/2021 - 12:00;1;43.83854273, 18.25894372
Wed, 09/29/2021 - 12:00;1;32.55266838, -116.8861104
Wed, 09/29/2021 - 12:00;1;32.707885, -115.004355
Thu, 09/30/2021 - 12:00;57;23.94619731, -15.85483798
Thu, 09/30/2021 - 12:00;1;27.12549763, -98.23087679
Thu, 09/30/2021 - 12:00;1;32.02558, -112.13031
Thu, 09/30/2021 - 12:00;1;31.41571, -109.08638
Thu, 09/30/2021 - 12:00;2;10.92713249, -74.7715589
Thu, 09/30/2021 - 12:00;1;29.63186286, 52.51236196
Fri, 10/01/2021 - 12:00;3;33.72014304, 10.99854839
Fri, 10/01/2021 - 12:00;1;32.79680229, 12.5727577
Fri, 10/01/2021 - 12:00;43;27.247328, -98.126699
Fri, 10/01/2021 - 12:00;1;29.1403563, 58.1782498
Fri, 10/01/2021 - 12:00;1;30.27629382, 57.0662465
Sat, 10/02/2021 - 12:00;39;32.8108283, 12.6303472
Sat, 10/02/2021 - 12:00;2;32.8108283, 12.6303472
Sat, 10/02/2021 - 12:00;1;35.91312057, -5.35552497
Sat, 10/02/2021 - 12:00;1;17.87144182, -94.08377362
Sat, 10/02/2021 - 12:00;1;32.489937, -111.643853
Sat, 10/02/2021 - 12:00;1;31.418889, -110.938056
Sat, 10/02/2021 - 12:00;1;31.05124289, 61.50177317
Sat, 10/02/2021 - 12:00;1;31.05124289, 61.50177317
Sat, 10/02/2021 - 12:00;1;28.91397523, 50.92710097
Sun, 10/03/2021 - 12:00;1;17.48257635, -91.4269431
Sun, 10/03/2021 - 12:00;1;31.05124289, 61.50177317
Sun, 10/03/2021 - 12:00;1;29.1403563, 58.1782498
Mon, 10/04/2021 - 12:00;3;39.16748918, 2.928229486
Tue, 10/05/2021 - 12:00;1;27.247328, -98.126699
Tue, 10/05/2021 - 12:00;1;53.90184923, 24.57575187
Tue, 10/05/2021 - 12:00;1;28.69088472, -100.5388598
Tue, 10/05/2021 - 12:00;1;29.63186286, 52.51236196
Wed, 10/06/2021 - 12:00;2;2.749127, 101.442773
Wed, 10/06/2021 - 12:00;1;32.4559, -111.6436
Wed, 10/06/2021 - 12:00;1;35.68940913, 51.38958967
Wed, 10/06/2021 - 12:00;1;29.46808215, 60.85646074
Wed, 10/06/2021 - 12:00;1;36.07023884, 4.761893153
Thu, 10/07/2021 - 12:00;2;21.098765, -17.533666
Thu, 10/07/2021 - 12:00;2;30.96647402, 61.82204193
Thu, 10/07/2021 - 12:00;1;31.01237785, -104.8442303
Fri, 12/10/2021 - 12:00;1;50.96776759, 1.858168536
Thu, 10/07/2021 - 12:00;1;35.68940913, 51.38958967
Thu, 10/07/2021 - 12:00;1;35.68940913, 51.38958967
Thu, 10/07/2021 - 12:00;1;29.47645121, 60.86744515
Fri, 10/08/2021 - 12:00;10;26.332868, -15.625305
Fri, 10/08/2021 - 12:00;2;16.75154107, -93.10309024
Fri, 10/08/2021 - 12:00;1;31.45417, -109.37305
Fri, 10/08/2021 - 12:00;1;30.27629382, 57.0662465
Sat, 10/09/2021 - 12:00;6;32.84714274, 13.09796326
Sat, 10/09/2021 - 12:00;1;14.89209249, -92.27164504
Sat, 10/09/2021 - 12:00;1;-19.46261815, -68.9278447
Sat, 10/09/2021 - 12:00;1;-19.35990038, -68.51905211
Sat, 10/09/2021 - 12:00;1;22.38292258, -97.90686967
Sat, 10/09/2021 - 12:00;1;28.69855764, -100.5114109
Sat, 10/09/2021 - 12:00;1;35.68940913, 51.38958967
Sat, 10/09/2021 - 12:00;1;30.27629382, 57.0662465
Sat, 10/09/2021 - 12:00;1;30.27629382, 57.0662465
Sat, 10/09/2021 - 12:00;1;30.27629382, 57.0662465
Sun, 10/10/2021 - 12:00;4;13.5159502, -89.33129487
Sun, 10/10/2021 - 12:00;1;32.3667658, 15.01840925
Mon, 10/11/2021 - 12:00;6;33.72408, 12.292263
Mon, 10/11/2021 - 12:00;9;33.72408, 12.292263
Mon, 10/11/2021 - 12:00;1;32.389909, 23.366392
Mon, 10/11/2021 - 12:00;1;27.78481746, -97.65474969
Mon, 10/11/2021 - 12:00;1;31.419583, -111.1771
Mon, 10/11/2021 - 12:00;1;8.937251, -77.212958
Mon, 10/11/2021 - 12:00;2;8.937251, -77.212958
Mon, 10/11/2021 - 12:00;6;8.937251, -77.212958
Mon, 10/11/2021 - 12:00;1;-19.26246544, -68.61877068
Mon, 10/11/2021 - 12:00;3;8.673331633, -77.35773355
Mon, 10/11/2021 - 12:00;1;18.01419815, -94.44612976
Mon, 10/11/2021 - 12:00;1;29.47645121, 60.86744515
Tue, 10/12/2021 - 12:00;3;43.38111137, -1.667733057
Tue, 10/12/2021 - 12:00;1;32.87954424, 13.19048079
Tue, 10/12/2021 - 12:00;5;24.21362616, 23.32752558
Wed, 10/13/2021 - 12:00;1;53.437805, 23.695697
Wed, 10/13/2021 - 12:00;1;9.970011854, 43.4281849
Wed, 10/13/2021 - 12:00;1;32.305756, -113.025369
Thu, 10/14/2021 - 12:00;25;36.19749249, -6.551422936
Thu, 10/14/2021 - 12:00;1;27.19756, -15.081295
Thu, 10/14/2021 - 12:00;1;32.021791, -111.7592845
Thu, 10/14/2021 - 12:00;1;35.68940913, 51.38958967
Thu, 10/14/2021 - 12:00;2;24.121154, 23.264297
Fri, 10/15/2021 - 12:00;1;35.2345951, -3.987640788
Fri, 10/15/2021 - 12:00;1;40.653065, 22.838376
Fri, 10/15/2021 - 12:00;1;25.56016093, -103.5074903
Fri, 10/15/2021 - 12:00;1;32.25398987, 52.50577501
Fri, 10/15/2021 - 12:00;1;27.21161534, 60.68482798
Fri, 10/15/2021 - 12:00;1;28.91397523, 50.92710097
Fri, 10/15/2021 - 12:00;1;29.1403563, 58.1782498
Fri, 10/15/2021 - 12:00;3;21.9674, 24.25379
Fri, 10/15/2021 - 12:00;2;32.75869798, 21.73931047
Sat, 10/16/2021 - 12:00;4;37.02470175, 3.095693662
Sat, 10/16/2021 - 12:00;1;41.365818, 22.249416
Sun, 10/17/2021 - 12:00;1;27.79283828, -15.76206322
Sun, 10/17/2021 - 12:00;12;36.94485888, -1.763043028
Sun, 10/17/2021 - 12:00;23;35.19796725, 11.26021325
Sun, 10/17/2021 - 12:00;1;27.99566687, 57.72427834
Sun, 10/17/2021 - 12:00;1;34.78684104, 50.96974925
Sun, 10/17/2021 - 12:00;1;27.99566687, 57.72427834
Mon, 10/18/2021 - 12:00;1;26.51367847, -99.06444925
Mon, 10/18/2021 - 12:00;1;31.75722, -111.42424
Mon, 10/18/2021 - 12:00;1;7.916321729, -72.4623122
Mon, 10/18/2021 - 12:00;1;35.68940913, 51.38958967
Mon, 10/18/2021 - 12:00;1;29.63186286, 52.51236196
Tue, 10/19/2021 - 12:00;2;47.770183, 16.618461
Tue, 10/19/2021 - 12:00;3;29.495425, 16.20458975
Tue, 10/19/2021 - 12:00;1;52.19667601, 23.37035207
Tue, 10/19/2021 - 12:00;1;-19.2816281, -68.62696388
Tue, 10/19/2021 - 12:00;1;36.07730236, 49.87005574
Tue, 10/19/2021 - 12:00;1;36.47799718, 52.06823445
Wed, 10/20/2021 - 12:00;1;50.954019, 1.911018
Wed, 10/20/2021 - 12:00;1;31.51061, -111.24361
Wed, 10/20/2021 - 12:00;1;29.63186286, 52.51236196
Wed, 10/20/2021 - 12:00;1;29.63186286, 52.51236196
Wed, 10/20/2021 - 12:00;1;28.23007995, 61.19603687
Wed, 10/20/2021 - 12:00;1;53.11681087, 23.70831182
Thu, 10/21/2021 - 12:00;1;-19.28207463, -68.62450408
Thu, 10/21/2021 - 12:00;1;28.23007995, 61.19603687
Thu, 10/21/2021 - 12:00;1;28.23007995, 61.19603687
Thu, 10/21/2021 - 12:00;1;32.71172, -114.94273
Fri, 10/22/2021 - 12:00;1;53.57723, 23.619294
Fri, 10/22/2021 - 12:00;2;41.24954, 26.355966
Fri, 10/22/2021 - 12:00;1;33.08469, 12.494278
Fri, 10/22/2021 - 12:00;2;8.546665299, -77.48944688
